id,name,host_id,neighbourhood_cleansed,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
24573909,Peaceful and bright place in berlin`s heart.,185679076,Prenzlauer Berg Nordwest,52.55283,13.40656,Private room,46.0,1,92,2024-12-07,1.14,39
945389292678754437,limehome Berlin Stresemannstr | Double Room,418270816,Südliche Friedrichstadt,52.50092,13.3872948,Entire home/apt,83.0,1,13,2024-11-12,0.81,359
965791819721919076,Loftwohnung in Berlin,482164236,Frankfurter Allee Nord,52.51978512545767,13.453681534808798,Entire home/apt,250.0,1,8,2024-07-14,0.54,200
14830887,ruhiges Zweibettzimmer 2.2 zum Innenhof (2. Etage),1654885,Neuköllner Mitte/Zentrum,52.48353,13.42912,Private room,38.0,3,215,2024-12-17,2.32,349
1224478055994962065,Family Oasis Above Berlin's Rooftops,11121826,Rixdorf,52.47197,13.44417,Entire home/apt,219.0,2,6,2024-11-17,1.44,153
33038742,Miniloft Kreuzberg Apartment Hotel: Vielfach,342965,Südliche Friedrichstadt,52.50401941180853,13.391637799310288,Entire home/apt,330.0,2,59,2024-12-04,0.87,361
37412496,Well located attic studio with sauna,282042508,Helmholtzplatz,52.54134,13.42157,Entire home/apt,153.0,3,177,2024-12-15,2.7,165
1160442544615018819,Big Room w/ Balcony at the Water,145222724,Rixdorf,52.4848023,13.4455278,Private room,95.0,2,0,,0.0,87
1035912181292785079,"Stylish, Sunny, Central | private 2Bed-2Bath",5137256,Alexanderplatz,52.51041,13.40793,Entire home/apt,190.0,1,5,2024-08-19,0.57,121
24689832,2 Bedroom Apartment,177619318,Tiergarten Süd,52.5007,13.36568,Hotel room,265.0,2,58,2024-11-29,0.73,353
1017402136198604032,Zimmer in Berlin | PrenzlBerg 11,278539159,Prenzlauer Berg Südwest,52.540706256648384,13.41082590853932,Private room,75.0,1,55,2024-11-29,4.14,225
36310980,Neukölln ...ganz speziell!Apt. No.4,26836482,Neuköllner Mitte/Zentrum,52.468713288830045,13.439305333323173,Entire home/apt,74.0,2,279,2024-12-12,4.25,164
35286177,Modern & bright oasis in the heart of Bergmannkiez,7072283,Tempelhofer Vorstadt,52.49076,13.39643,Entire home/apt,65.0,92,2,2024-09-30,0.17,260
1282727564101160235,cozy apartment Berlin Tempelhof,14627553,Tempelhof,52.46674652459567,13.392973549436636,Entire home/apt,60.0,92,0,,0.0,180
693905263672710940,Berlin Prenzlauer Allee | Suite M,418270816,Prenzlauer Berg Südwest,52.53031,13.418211,Entire home/apt,97.0,1,14,2024-12-02,1.71,349
26033271,Luxuriöses Apartment auch für Remote work,195649983,Regierungsviertel,52.5099,13.4029,Entire home/apt,170.0,6,63,2024-11-22,0.8,66
34973788,Schöne Altbauwohnung in Neukölln mit Balkon,122934717,Reuterstraße,52.48439,13.43124,Entire home/apt,85.0,5,10,2024-05-05,0.15,5
1079125385143422920,"Apt ""dancing queens"" in the middle of everything",559115559,Brunnenstr. Süd,52.5307097624938,13.39851908929462,Entire home/apt,50.0,1,72,2024-12-04,7.01,226
836173409316811401,Kaspa Living #2 Cosy Loft near Ku'damm,357412761,Moabit Ost,52.5306237,13.3451023,Entire home/apt,90.0,1,47,2024-12-01,2.29,337
1014731215688694295,Cozy Apartment in  Friedrichshain,308563326,Frankfurter Allee Nord,52.522145157313886,13.451337955012065,Entire home/apt,105.0,2,9,2024-11-25,0.68,66
965094100565212854,"Wohnen, wo Berlin pulsiert",360166432,Frankfurter Allee Süd FK,52.5122003,13.4602321,Entire home/apt,76.0,14,0,,0.0,58
1310647996927014317,Spacious & Cozy Studio Apartment,666764397,Neuköllner Mitte/Zentrum,52.47265,13.43234,Entire home/apt,43.0,92,0,,0.0,126
15293787,"Modern,cozy place in Friedrichshain",36808312,Frankfurter Allee Süd FK,52.50762,13.45248,Entire home/apt,79.0,92,12,2020-03-07,0.13,363
869277761403785986,Luxuriöses Ferienhaus im Grünen,509993118,Buchholz,52.6105197,13.4153303,Entire home/apt,300.0,6,5,2024-08-01,0.28,114
569408160909728280,Wohnen im geräumigen Falkenapartment,259224000,"Malchow, Wartenberg und Falkenberg",52.57857,13.56142,Entire home/apt,106.0,2,8,2024-09-20,0.41,223
46207611,3 Bett-Zimmer im Berliner bed and breakfast,250870384,Schöneberg-Nord,52.49049,13.3611,Private room,70.0,2,28,2024-09-25,0.61,285
53485738,"Ruhig, zentral & cosy. Ideal fürs Homeoffice :)",433113644,Brunnenstr. Süd,52.52925,13.38734,Entire home/apt,139.0,2,21,2024-10-28,0.57,31
54390985,Ela Apartments Berlin,441608276,Drakestr.,52.43631,13.31349,Entire home/apt,230.0,2,10,2024-06-03,0.35,351
16245953,Beautiful  CENTRAL+LEGAL roof flat- great terrace,102461,Neuköllner Mitte/Zentrum,52.48537,13.42457,Entire home/apt,508.0,5,235,2024-12-02,3.03,306
51170470,"Spacious, work-friendly guest-room in Berlin-Mitte",6063858,Brunnenstr. Süd,52.53585,13.37782,Private room,59.0,1,114,2024-12-08,2.8,256
808930161616321178,"Top floor, perfect location Fshain",20434299,Frankfurter Allee Süd FK,52.51206,13.45938,Entire home/apt,90.0,92,0,,0.0,358
34974577,"Bright, Hight Ceiling, Garden View",136793045,Brunnenstr. Nord,52.54328,13.37274,Entire home/apt,69.0,28,8,2024-12-03,0.12,116
7840077,Resort chez Flo&Mo:),39995139,Rixdorf,52.47388,13.44708,Entire home/apt,96.0,6,22,2024-08-09,0.2,4
1170512966378865062,2BR/Modern Apt./ Maybachufer/Tischkicker,148919487,Reuterstraße,52.48928,13.4339,Entire home/apt,116.0,1,28,2024-12-08,4.38,152
1050552008603289410,Urban chic central Berlin,135973285,Brunnenstr. Süd,52.53389,13.3796,Entire home/apt,225.0,3,50,2024-12-05,4.35,330
799054072586513429,Luxury Loft in the Heart of Kreuzberg,9650208,südliche Luisenstadt,52.49416170407977,13.436329844350588,Entire home/apt,291.0,3,10,2024-11-22,0.44,363
1193559110353938411,Travel&Work-Penthouse mit Dachterasse,587510334,südliche Luisenstadt,52.49425682546205,13.435889735596607,Entire home/apt,504.0,2,10,2024-11-24,2.26,39
7367476,Charming apartment❤️ bright∙spacious∙top located❤️,38603576,Reuterstraße,52.48274,13.44081,Entire home/apt,157.0,2,57,2024-09-01,0.56,50
45938782,Minimal room in a family home,15579740,Friedenau,52.46643,13.32552,Private room,36.0,2,31,2024-11-24,0.64,355
33085434,Fischerhaus Berlin - Schmöckwitz am See,221370552,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37316,13.65063,Entire home/apt,85.0,5,7,2024-08-14,0.13,263
922901154442423174,One-bedroom apartment in Berlin Friedrichshain,271235180,Frankfurter Allee Süd FK,52.50597667497542,13.46570963465255,Entire home/apt,63.0,92,0,,0.0,236
1292709267906366858,Moderne Terrassenwohnung | Ruhig | Innenhof | Kiez,555629092,Düsseldorfer Straße,52.493389541242735,13.321808176668188,Entire home/apt,142.0,1,0,,0.0,327
37113779,Hotelzimmer in Berlin | Prenzlauer Berg |  3 | NEU,278539159,Prenzlauer Berg Nordwest,52.54157,13.41169,Entire home/apt,79.0,1,234,2024-11-24,3.57,333
1097078987924505689,Sunny spacious apartment,23449530,Schöneberg-Nord,52.49228900000001,13.351641,Entire home/apt,130.0,14,1,2024-07-28,0.2,111
43754076,Beautiful studio in trendy area for living,543216170,Schillerpromenade,52.4742,13.42548,Entire home/apt,44.0,93,10,2024-01-13,0.19,256
1108856476244780129,"Studio ""ballet dancer from NY"". Kurfürstendamm.",563965124,Halensee,52.49718442715119,13.295130903646958,Entire home/apt,58.0,1,34,2024-12-03,3.67,55
41073452,Stylish apartment in Berlin-Gesundbrunnen,17677975,Osloer Straße,52.55739,13.38791,Entire home/apt,62.0,92,12,2023-04-01,0.2,142
13893621,Smart and Efficient Design Apartment CentralBerlin,82299810,Frankfurter Allee Nord,52.51917,13.46819,Entire home/apt,148.0,2,241,2024-12-15,2.36,350
28962324,MusicoLogy,111816177,Schillerpromenade,52.47557,13.42264,Entire home/apt,100.0,2,121,2024-11-24,1.6,260
752620461524071291,Sonnig Balkon F‘hain Traveplatz,28221942,Frankfurter Allee Süd FK,52.51139,13.46745,Entire home/apt,70.0,92,0,,0.0,173
1064930310509288580,ipartment | Luxury Apartment with balcony,178750334,Brunnenstr. Nord,52.5454584,13.3709931,Entire home/apt,162.0,1,4,2024-09-27,0.42,310
22598207,Stunning 3 bedroom flat in Prenzlauerberg,2854667,Prenzlauer Berg Nord,52.55241,13.41557,Entire home/apt,269.0,1,104,2024-05-02,1.23,151
51421881,"Beautiful oasis of calm near Orankesee, Berlin",60098990,Alt-Hohenschönhausen Süd,52.54481,13.49636,Entire home/apt,77.0,2,87,2024-11-18,2.13,194
16093849,modern⭐cozy⭐central FLAT at the train station,9064670,Friedrichsfelde Nord,52.51096,13.50377,Entire home/apt,96.0,2,241,2024-11-30,2.48,46
574888617128689409,6er Familienurlaub im City-Center x Kulturbrauerei,438513826,Prenzlauer Berg Südwest,52.54049,13.41455,Entire home/apt,193.0,2,57,2024-12-13,2.01,56
1273820428498333817,Cosy Box @ Boxhagener Platz,229565570,Frankfurter Allee Süd FK,52.5101565,13.4617607,Entire home/apt,62.0,1,4,2024-12-01,3.16,353
52860269,Comfy 1-room in the heart of West Berlin,70445187,Schöneberg-Nord,52.4952,13.35782,Private room,68.0,3,77,2024-12-15,2.08,136
32149692,Stayery | Modern Studio near Boxhagener Platz,241176336,Frankfurter Allee Süd FK,52.50925,13.46682,Entire home/apt,87.0,7,280,2024-12-14,3.96,285
685245311115961477,Berlin Malmöer Str | Suite M,418270816,Prenzlauer Berg Nordwest,52.55104,13.4036,Entire home/apt,85.0,1,11,2024-12-03,0.45,338
806300590768624612,Ruhig Hell Wohnen im Grünen füßläufig zum Wasser,461205981,Köpenick-Süd,52.4223935,13.589356,Entire home/apt,105.0,2,17,2024-10-14,0.77,348
1149031361742440393,Apartment City Center Berlin Top Best Location,476914159,Regierungsviertel,52.52105668276624,13.3889631711151,Entire home/apt,110.0,1,7,2024-08-31,0.96,5
34681413,Apartment with great comfort in Nature,261605200,Köpenick-Nord,52.4717,13.5842,Entire home/apt,170.0,4,28,2024-10-06,0.41,53
15251878,Living near FU - park view,19145993,Zehlendorf  Nord,52.45941,13.28455,Private room,71.0,2,103,2024-12-17,1.03,323
4568754,Kreuzkölln Canal-View Apartment: Spacious & Modern,1266564,Reuterstraße,52.49447515051324,13.425374464834364,Entire home/apt,123.0,15,13,2024-12-02,0.45,82
1222497016076516754,3 Room Apartment 6 / Potsd.Platz,19449434,Tempelhofer Vorstadt,52.49655,13.38032,Entire home/apt,168.0,1,5,2024-12-16,1.3,234
1251931654490219348,High-end apt w/ charming view,27816679,Prenzlauer Berg Nordwest,52.55389906916686,13.41450811808632,Entire home/apt,204.0,92,0,,0.0,365
1171634219062883906,Themenzimmer im Down Town Motel,12214221,Müggelheim,52.4134114,13.6607073,Private room,111.0,1,6,2024-10-17,0.95,362
42486058,"49m2 HIGH END APT, full kitchen, 5min Main Station",193731690,Alexanderplatz,52.53207,13.37624,Entire home/apt,71.0,2,99,2024-12-17,1.69,148
647117656704321027,Beautiful flat in heart of Kreuzberg,7092079,südliche Luisenstadt,52.49701,13.44206,Entire home/apt,174.0,2,5,2024-01-02,0.17,7
797758856144797765,Gemütliche 2-Zimmer-Wohnung zentral,438090504,Frankfurter Allee Nord,52.51834,13.46863,Entire home/apt,114.0,2,69,2024-12-08,3.08,316
959449597882669702,"Huge modern apartment, comfortable, well-connected",1754107,Alt-Lichtenberg,52.52044,13.48447,Entire home/apt,186.0,15,2,2024-09-16,0.13,8
4515108,Charming room in Mitte/Kreuzberg,23410579,Südliche Friedrichstadt,52.506001,13.39886,Private room,60.0,1,65,2024-12-01,0.54,7
40063094,"""Beletage""",2291789,Prenzlauer Berg Nordwest,52.5494,13.41189,Entire home/apt,75.0,4,59,2024-10-26,1.48,50
1028885967275555669,"Blueground | Charlottenburg, fully furnished",434485440,Volkspark Wilmersdorf,52.4888522,13.3290707,Entire home/apt,87.0,90,0,,0.0,0
825092916747791230,Apartment Am Britzer Garten,500704747,Buckow,52.41899,13.4297,Entire home/apt,85.0,4,11,2024-10-15,0.5,11
718435144456480207,"Large, modern apartment with lots of natural light",22248424,nördliche Luisenstadt,52.50191827586485,13.440899467630931,Entire home/apt,100.0,92,0,,0.0,340
1240704072631065496,40qm 1 raum Wohnung Gute Lage in Berlin,650771656,Blankenfelde/Niederschönhausen,52.58851,13.40151,Entire home/apt,70.0,1,16,2024-12-15,4.85,346
699804614899553353,Numa | Medium Room w/ Balcony near Kudamm,472849007,Düsseldorfer Straße,52.4988328,13.3120967,Entire home/apt,70.0,1,197,2024-12-11,7.35,328
29920405,Great Location Sunny Single room,224824217,Tempelhofer Vorstadt,52.48986,13.39333,Private room,29.0,92,7,2023-12-15,0.11,337
22966047,195 SQM & 5 BR // ENTIRE FLOOR: MAX 21 PERSON,3003519,Moabit West,52.53331,13.32675,Entire home/apt,548.0,2,126,2024-11-27,1.54,255
1304384713683436022,Überlasse Hotelzimmer2-3 Nächte,663805295,Karl-Marx-Allee-Süd,52.51208604478228,13.426524102687836,Entire home/apt,60.0,1,1,2024-12-15,1.0,3
1110662063448671013,"Blueground | Charlottenburg, furnished & equipped",434485440,Grunewald,52.4828928,13.2905235,Entire home/apt,76.0,92,0,,0.0,287
1020184914406723927,Cozy Berlin art vibes,299965611,Prenzlauer Berg Nord,52.5494799,13.4237916,Private room,58.0,92,0,,0.0,269
35731198,Stilvolles und musikerfreundliches Apartment,268768440,Prenzlauer Berg Nordwest,52.55209732055664,13.413092613220217,Entire home/apt,75.0,1,246,2024-11-20,3.71,243
38185743,Le Corbusier Maisonette Apartment - Sunset View,20610648,Heerstrasse,52.51079662143465,13.243209833403892,Entire home/apt,94.0,1,1,2024-09-16,0.31,43
24866550,Maisonette Loft mit Balkon und viel Sonne in Mitte,5431184,Brunnenstr. Süd,52.53125,13.39954,Entire home/apt,85.0,92,2,2023-02-15,0.03,365
1254837194746055772,Willkommen im Schillerkiez,15817791,Schillerpromenade,52.47432717535574,13.423740505001147,Entire home/apt,95.0,2,2,2024-12-03,2.0,266
50729742,Helenas place,21117804,Weißensee,52.55515,13.43567,Entire home/apt,268.0,2,37,2024-12-15,2.21,250
20205689,Mitte: Great studio close to the TV tower,143885714,Prenzlauer Berg Südwest,52.52903,13.41308,Entire home/apt,77.0,1,440,2024-12-06,5.11,207
799171151965858244,Dreamy Apartment in Berlin Center,437845690,Brunnenstr. Süd,52.53426,13.40744,Entire home/apt,86.0,92,0,,0.0,365
609125031089511757,Einzigartige Ferienwohnung bunt wie Berlin,438558665,Frankfurter Allee Süd FK,52.50052,13.45978,Entire home/apt,180.0,2,56,2024-06-18,2.27,355
51340217,Mit Stil in Berlin,34470341,Neue Kantstraße,52.504009,13.292932,Entire home/apt,240.0,3,36,2024-08-31,1.15,54
568559238557249296,Numa | Large 3-Bedroom Apartment with Sofabed,371913052,Karl-Marx-Allee-Süd,52.50367,13.446684,Entire home/apt,198.0,1,69,2024-12-10,2.09,221
945435635118375180,limehome Berlin Stresem | Economy suite + sofa bed,418270816,Südliche Friedrichstadt,52.50092,13.3872948,Entire home/apt,100.0,1,18,2024-11-12,1.21,333
50436179,"Bright & quite, a min from the canal",180779,Rixdorf,52.48484738791466,13.445170284813956,Entire home/apt,111.0,4,9,2024-12-05,0.52,21
978699868834705419,Modern furnished loft Berlin-Friedrichshain,536613872,Frankfurter Allee Süd FK,52.50614,13.46861,Entire home/apt,96.0,93,3,2024-07-11,0.51,0
1278247926466392469,Modernes Studio Apartment 5,119577461,Mariendorf,52.44012,13.38729,Entire home/apt,99.0,1,6,2024-11-30,3.67,86
39213674,Quiet room with own bath/Ruhiges Zimmer mit Bad,21177801,Blankenfelde/Niederschönhausen,52.58987,13.40246,Private room,55.0,2,84,2024-11-27,1.33,16
1051422549703339965,gemütliches Appartment in Berlin,238869449,Alt-Hohenschönhausen Süd,52.54029472884683,13.505139772698506,Entire home/apt,51.0,92,0,,0.0,179
1261335077523922389,Appartement au style industriel dans le Ring,655444140,Rixdorf,52.47334107516607,13.44740205877538,Entire home/apt,105.0,90,1,2024-11-11,0.73,296
958002227244690598,Schöner und ruhiger Rückzugsort am Helmholtzplatz,225881,Helmholtzplatz,52.54372351892589,13.417912906635268,Entire home/apt,131.0,2,31,2024-12-08,3.86,59
1289194814833467933,Gemütliche Wohnung in Kreuzberg,50143328,Tempelhofer Vorstadt,52.49345544007236,13.421884773279954,Entire home/apt,194.0,2,2,2024-12-15,2.0,63
1257926798478397365,Zentrales Zimmer in Berlin Mitte,114808337,Tempelhof,52.46792060018206,13.387855990625786,Private room,39.0,1,9,2024-12-02,3.46,356
991121556468335019,"Blueground | Charlottenburg, nr Kurfürstendamm",434485440,Kurfürstendamm,52.50188499999999,13.3377634,Entire home/apt,155.0,90,1,2024-07-10,0.18,235
323243,nettes Einzelzimmer 1.3 (1. Etage),1654885,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,36.0,3,142,2024-12-17,0.91,350
800505609368394124,Feel at home in Wedding,27710481,Tempelhof,52.458876708350495,13.388281485432117,Private room,85.0,3,34,2024-10-20,2.35,98
31945452,Lovely two room flat in the heart of Neukölln.,4894189,Reuterstraße,52.4855,13.44228,Entire home/apt,90.0,7,10,2023-07-26,0.14,75
1279663477468935760,"Comfort on Frankfurter Allee, Berlin",659215922,Alt-Lichtenberg,52.51176666288396,13.496829927763944,Entire home/apt,69.0,26,0,,0.0,29
1290573380787394201,Luxury Apartment in Berlin,353947847,Friedenau,52.47715,13.33986,Entire home/apt,69.0,92,0,,0.0,365
17071054,"Sunny Loft w Big Terrace, Park and Skyline Views",95631946,Schöneberg-Süd,52.48123,13.33888,Entire home/apt,120.0,4,375,2024-10-30,4.08,143
24849778,Private room in stunning loft! bathroom & balcony,2501381,Prenzlauer Berg Nordwest,52.5473954972354,13.400721546113902,Private room,97.0,3,52,2024-11-17,0.71,180
651166131608872280,Schönes Dachloft mit 2 Terrassen,447741365,Otto-Suhr-Allee,52.5211,13.32337,Entire home/apt,150.0,6,16,2024-10-12,0.55,163
44272628,"Zweibettzimmer, Apple City Hotel in Berlin",356881506,Moabit West,52.52706527709961,13.341093063354492,Private room,52.0,1,70,2024-11-18,1.3,63
821555465662502289,Gorgeous Central Designer Apartment Mitte-Moabit,1156924,Moabit West,52.52796124544417,13.342084315504517,Entire home/apt,49.0,92,0,,0.0,244
19093715,"...Berliner-Apartment...  ""Belle Etage""",43856294,Zehlendorf  Nord,52.44767,13.28848,Entire home/apt,130.0,7,67,2024-11-02,0.81,252
1285467407920717809,1 bed in the female dorm @Minimal Hostel Kreuzberg,339135580,südliche Luisenstadt,52.4980954,13.4468262,Shared room,39.0,1,0,,0.0,306
5845894,Scandinavian living,30352134,Rahnsdorf/Hessenwinkel,52.44271,13.71461,Entire home/apt,175.0,3,86,2024-09-29,0.77,344
22500999,Top-Lage Nähe Kürfürstendamm FeWo Exklusiv,165077669,Düsseldorfer Straße,52.49679,13.30564,Entire home/apt,117.0,2,79,2024-12-19,0.96,221
1079729877769822412,Urban Oasis: Sleek City Apartment,555629092,Moabit West,52.52065,13.33678,Entire home/apt,232.0,1,44,2024-12-01,4.19,332
1199345562225261710,Bezauberndes Hausboot Marlin,59116800,Teltower Damm,52.40661,13.26077,Entire home/apt,230.0,3,1,2024-09-13,0.3,365
878823475035435524,"80m2 Work-Play Suite XBerg, 2SZ, XL TV, 10min Alex",193731690,Südliche Friedrichstadt,52.49975021649878,13.413523612252234,Entire home/apt,71.0,1,54,2024-11-28,3.18,114
1132453267074504531,Nice Family full furniture Home,74608648,Hakenfelde,52.5602902,13.211109,Entire home/apt,263.0,2,5,2024-07-15,0.67,270
5410909,See you in Berlin,28047273,Barstraße,52.49153,13.31882,Entire home/apt,79.0,4,181,2024-11-24,1.55,318
22184523,Berlin-Charlottenburg Stylish & Modern Studio Flat,162080060,Kantstraße,52.50958,13.3204,Entire home/apt,113.0,4,71,2024-12-10,0.85,145
859898433565732543,beautiful and quiet Altbau apartment!,10073233,Rixdorf,52.47906,13.45096,Entire home/apt,93.0,2,10,2024-10-12,0.56,7
48840032,150qm Apartment mit 3 Badezimmer und Balkon,3003519,Wedding Zentrum,52.541718,13.363287,Entire home/apt,478.0,2,13,2024-03-10,0.36,269
44472274,4-Bedrooms Apartment (130sqm) with 2 Bathrooms,3003519,Wedding Zentrum,52.541718,13.363287,Entire home/apt,294.0,1,250,2024-12-16,5.57,225
38971259,Hotelzimmer in Berlin | Prenzlauer Berg | 13 | NEU,278539159,Prenzlauer Berg Nordwest,52.54157,13.41169,Entire home/apt,79.0,1,193,2024-11-24,3.05,324
4424125,1Room Beautiful Flat with Balcony,22693048,Düsseldorfer Straße,52.49868,13.33598,Entire home/apt,95.0,92,104,2023-02-11,0.84,50
8350811,Lovely and family friendly flat,44016520,Prenzlauer Berg Nord,52.55213,13.41877,Entire home/apt,150.0,3,54,2024-08-07,0.49,0
817454,3Room in Best Place Prenzlauer Berg,4293723,Helmholtzplatz,52.54498,13.4156,Entire home/apt,125.0,3,243,2024-11-17,1.68,291
1191974699728469898,Ruhiges Apartment im Innenhof,586816224,Prenzlauer Berg Südwest,52.5403558,13.4150934,Entire home/apt,160.0,3,18,2024-10-31,3.21,357
1096269953113329110,Beautiful gem in a quiet location,105255156,Parkviertel,52.55183,13.34996,Entire home/apt,97.0,3,19,2024-11-30,1.97,5
629013153520059794,Schönes Gästezimmer direkt am Wasser gelegen.,121553896,Moabit West,52.522765,13.3393751,Entire home/apt,53.0,92,0,,0.0,362
22557959,"Spacious, bright Studio-Apartment",7198786,Prenzlauer Berg Ost,52.52512,13.45764,Entire home/apt,115.0,2,30,2024-09-30,0.36,329
831064778342429748,PrenzlauerBerg Family Design Apt,1913749,Prenzlauer Berg Ost,52.52817,13.44685,Entire home/apt,216.0,3,12,2024-11-30,0.64,38
771675862741242014,Loft in Schöneberg (Rote Insel),489725771,Schöneberg-Süd,52.48623483326056,13.36338473068848,Entire home/apt,190.0,4,27,2024-11-04,1.19,33
47089226,Cosy bright quiet studio @Mitte @Kreuzberg,380555271,Alexanderplatz,52.50992,13.41812,Entire home/apt,45.0,93,8,2024-12-14,0.17,271
42243841,New Spacious Central Heart apt + center of Berlin,62518351,Alexanderplatz,52.52618,13.39104,Entire home/apt,71.0,4,189,2024-12-19,3.29,151
1261750668092454703,Super Zentral in Berlin Mitte,655816312,Brunnenstr. Süd,52.5285034,13.3911238,Entire home/apt,59.0,210,0,,0.0,36
40084589,"Cozy apartment, near U Schlesisches Tor",309254035,Alt  Treptow,52.49007596888724,13.447163691044308,Entire home/apt,59.0,92,20,2022-10-31,0.33,365
10301548,Kreuzberg Family Apartment with patio/gardenhouse,2118401,Tempelhofer Vorstadt,52.48875,13.39216,Entire home/apt,143.0,7,18,2024-11-02,0.17,78
812835209002756020,Bright an modern maisonette in Neukölln,5313085,Neuköllner Mitte/Zentrum,52.477447722819925,13.437939696295157,Entire home/apt,140.0,5,7,2024-08-14,0.33,32
668157595596321506,Modern building with vertical garden & 2 bedrooms,16427883,südliche Luisenstadt,52.4933629,13.4368882,Entire home/apt,213.0,2,173,2024-12-17,5.84,136
825138310480462562,Green Street Berlin,1199044,Alexanderplatz,52.50923,13.40513,Entire home/apt,68.0,92,0,,0.0,291
29022451,Gorki Penthouse 2,42671030,Brunnenstr. Süd,52.53124,13.40085,Entire home/apt,957.0,1,2,2022-06-23,0.05,324
30946969,Petit Apartment Viktoria,225852413,Tempelhofer Vorstadt,52.48681,13.38577,Entire home/apt,80.0,2,122,2024-11-24,1.71,160
1128714263967602952,Habitación acogedora en ubicación céntrica,15920621,Prenzlauer Berg Südwest,52.5289228633731,13.414361384173503,Private room,139.0,3,4,2024-10-27,1.18,352
1096244816645288389,U2 subway zips you to the zoo & Alexanderplatz,560640469,Schöneberg-Nord,52.49795,13.36074,Private room,60.0,1,58,2024-11-24,6.85,147
838979773226847348,"Blueground | Charlottenburg, nr Tiergarten",434485440,Otto-Suhr-Allee,52.5237884,13.3246158,Entire home/apt,189.0,90,0,,0.0,0
53718814,Apartment of a Poet (3 months+),435070801,Prenzlauer Berg Südwest,52.53561,13.40735,Entire home/apt,80.0,92,0,,0.0,365
1176178226335596939,Berlin City 103,543714208,Moabit West,52.53108389576014,13.33436165026244,Entire home/apt,78.0,1,9,2024-12-08,1.7,365
34018418,Charmante Unterkunft in Kreuzberg,245717635,südliche Luisenstadt,52.49664,13.42678,Entire home/apt,111.0,1,362,2024-12-08,5.28,173
976689266021963041,Kleines 2 Zimmer Apartment,532163637,Alexanderplatz,52.52669630329499,13.407630416278575,Entire home/apt,53.0,30,1,2024-06-09,0.15,183
584752929579312385,Standard Doppelzimmer in Schöneberg,373476835,Schöneberg-Nord,52.49698,13.33799,Private room,77.0,1,41,2024-08-16,1.25,244
696291796972075200,Superior Doppelzimmer in Schöneberg,373476835,Schöneberg-Nord,52.49696,13.34005,Private room,86.0,1,2,2024-12-01,0.22,248
1214615200201184415,Spacious 3 Bedroom Apartment by Mauer Park,593201397,Helmholtzplatz,52.54493,13.41553,Entire home/apt,122.0,2,10,2024-11-25,2.46,84
1142586270665825867,Modern Duplex Oasis,33572198,Frankfurter Allee Süd FK,52.5088622,13.4531322,Entire home/apt,233.0,3,13,2024-10-23,2.18,85
573734512500062121,Cozy apartment in the heart of berlin,138202246,Otto-Suhr-Allee,52.51948,13.30341,Entire home/apt,180.0,2,22,2024-08-11,0.66,87
18524659,Freundliche Wohnung in Berlin-Kreuzberg,128591563,Schöneberg-Nord,52.48798,13.37292,Entire home/apt,118.0,4,23,2024-10-08,0.25,28
853223866252321031,schönes Privatzimmer  in Charlottenburg,56170557,Kurfürstendamm,52.502816145953176,13.307387538301638,Private room,103.0,2,46,2024-10-25,2.24,167
52175829,Adapt Apartments Berlin Junior Suite DZ (147211),252498808,Adlershof,52.43392,13.53121,Entire home/apt,152.0,92,0,,0.0,229
30495280,Gemütlich unterm Dach im grünen Norden Berlins,192286210,Nord 1,52.64093,13.29608,Private room,60.0,2,78,2024-12-08,1.07,90
43288289,Ruhiges Schmuckstück in Berlin-Steglitz,115907658,Schloßstr.,52.46063,13.3153,Entire home/apt,29.0,92,8,2024-07-05,0.15,144
1054140363541625734,"7 [RU4] 4 Schlafzi, 2 Bad, @Park Flghfn Tempelhof",909226,Tempelhof,52.46818030000001,13.3902455,Entire home/apt,469.0,2,26,2024-11-11,2.65,236
1234638,Excellent apartment hip Berlin,6732062,Frankfurter Allee Nord,52.51515,13.46967,Entire home/apt,155.0,3,121,2024-11-25,0.98,260
687300518082535952,"Cosy, colourful  apartment",19142213,West 4,52.56945,13.31035,Entire home/apt,70.0,2,16,2024-04-01,0.57,19
8957894,"4 (ROS) 2 rooms, -6 pax, @ subway @park ex-airport",909226,Tempelhof,52.46819,13.38999,Entire home/apt,174.0,2,141,2024-10-16,1.27,237
13060403,Oasis in the urban jungle - 150 qm green/citynear,72335504,Alt-Hohenschönhausen Nord,52.55621,13.51681,Entire home/apt,950.0,1,49,2020-07-26,0.47,364
46791194,Studio in popular Berlin-Charlottenburg,378113606,Otto-Suhr-Allee,52.51927,13.32117,Entire home/apt,81.0,5,135,2024-12-20,2.77,61
45198257,Charming studio apartment in Kreuzberg,10381815,nördliche Luisenstadt,52.50557,13.43314,Entire home/apt,85.0,92,5,2023-01-06,0.1,270
904724691813253488,Cozy family flat near Spree,181942,Frankfurter Allee Süd FK,52.49755,13.46691,Entire home/apt,180.0,4,3,2024-08-03,0.18,81
693571928392978711,Moderne Dachgeschosswohnung in Berlin-Tempelhof,452544785,Tempelhof,52.4740195,13.3809554,Entire home/apt,98.0,92,0,,0.0,296
